Bevolking," leeftijd, migratieachtergrond, geslacht en regio, 1 januari",,,,,,,
,,Onderwerpen,Totale bevolking,Totale bevolking,Totale bevolking,Eerste generatie migratieachtergrond,Eerste generatie migratieachtergrond,Eerste generatie migratieachtergrond
70 tot 75 jaar,Zederik,Westerse migratieachtergrond,14,7,7,7,3,4
70 tot 75 jaar,Zederik,Niet-westerse migratieachtergrond,1,0,1,1,0,1
70 tot 75 jaar,Zeewolde,Totaal,692,346,346,24,14,10
70 tot 75 jaar,Zeewolde,Nederlandse achtergrond,632,315,317, , , 
70 tot 75 jaar,Zeewolde,Westerse migratieachtergrond,53,25,28,17,8,9
70 tot 75 jaar,Zeewolde,Niet-westerse migratieachtergrond,7,6,1,7,6,1
70 tot 75 jaar,Zeist,Totaal,3020,1387,1633,255,113,142
70 tot 75 jaar,Zeist,Nederlandse achtergrond,2596,1197,1399, , , 
70 tot 75 jaar,Zeist,Westerse migratieachtergrond,289,120,169,125,44,81
70 tot 75 jaar,Zeist,Niet-westerse migratieachtergrond,135,70,65,130,69,61
70 tot 75 jaar,Zevenaar,Totaal,2085,1017,1068,108,55,53
70 tot 75 jaar,Zevenaar,Nederlandse achtergrond,1784,878,906, , , 
70 tot 75 jaar,Zevenaar,Westerse migratieachtergrond,274,125,149,84,43,41
70 tot 75 jaar,Zevenaar,Niet-westerse migratieachtergrond,27,14,13,24,12,12
70 tot 75 jaar,Zoetermeer,Totaal,5502,2645,2857,770,363,407
70 tot 75 jaar,Zoetermeer,Nederlandse achtergrond,4430,2131,2299, , , 
70 tot 75 jaar,Zoetermeer,Westerse migratieachtergrond,614,305,309,324,160,164
70 tot 75 jaar,Zoetermeer,Niet-westerse migratieachtergrond,458,209,249,446,203,243
70 tot 75 jaar,Zoeterwoude,Totaal,463,226,237,17,9,8
70 tot 75 jaar,Zoeterwoude,Nederlandse achtergrond,436,211,225, , , 
70 tot 75 jaar,Zoeterwoude,Westerse migratieachtergrond,22,12,10,12,6,6
70 tot 75 jaar,Zoeterwoude,Niet-westerse migratieachtergrond,5,3,2,5,3,2
70 tot 75 jaar,Zuidhorn,Totaal,1044,503,541,24,9,15
70 tot 75 jaar,Zuidhorn,Nederlandse achtergrond,989,480,509, , , 
70 tot 75 jaar,Zuidhorn,Westerse migratieachtergrond,50,21,29,19,7,12
70 tot 75 jaar,Zuidhorn,Niet-westerse migratieachtergrond,5,2,3,5,2,3
70 tot 75 jaar,Zuidplas,Totaal,1880,920,960,114,52,62
70 tot 75 jaar,Zuidplas,Nederlandse achtergrond,1720,850,870, , , 
70 tot 75 jaar,Zuidplas,Westerse migratieachtergrond,112,44,68,66,26,40
70 tot 75 jaar,Zuidplas,Niet-westerse migratieachtergrond,48,26,22,48,26,22
70 tot 75 jaar,Zundert,Totaal,1156,622,534,36,7,29
70 tot 75 jaar,Zundert,Nederlandse achtergrond,1036,573,463, , , 
70 tot 75 jaar,Zundert,Westerse migratieachtergrond,119,48,71,35,6,29
70 tot 75 jaar,Zundert,Niet-westerse migratieachtergrond,1,1,0,1,1,0
70 tot 75 jaar,Zutphen,Totaal,2462,1203,1259,157,84,73
70 tot 75 jaar,Zutphen,Nederlandse achtergrond,2156,1050,1106, , , 
70 tot 75 jaar,Zutphen,Westerse migratieachtergrond,235,116,119,88,48,40
70 tot 75 jaar,Zutphen,Niet-westerse migratieachtergrond,71,37,34,69,36,33
70 tot 75 jaar,Zwartewaterland,Totaal,1000,509,491,12,6,6
70 tot 75 jaar,Zwartewaterland,Nederlandse achtergrond,960,489,471, , , 
70 tot 75 jaar,Zwartewaterland,Westerse migratieachtergrond,38,20,18,10,6,4
70 tot 75 jaar,Zwartewaterland,Niet-westerse migratieachtergrond,2,0,2,2,0,2
70 tot 75 jaar,Zwijndrecht,Totaal,2430,1124,1306,174,83,91
70 tot 75 jaar,Zwijndrecht,Nederlandse achtergrond,2163,998,1165, , , 
70 tot 75 jaar,Zwijndrecht,Westerse migratieachtergrond,166,75,91,75,34,41
70 tot 75 jaar,Zwijndrecht,Niet-westerse migratieachtergrond,101,51,50,99,49,50
70 tot 75 jaar,Zwolle,Totaal,4691,2211,2480,321,151,170
70 tot 75 jaar,Zwolle,Nederlandse achtergrond,4180,1962,2218, , , 
70 tot 75 jaar,Zwolle,Westerse migratieachtergrond,341,162,179,154,66,88
70 tot 75 jaar,Zwolle,Niet-westerse migratieachtergrond,170,87,83,167,85,82
70 tot 75 jaar,Niet-gemeentelijk ingedeeld,Totaal, , , , , , 
70 tot 75 jaar,Niet-gemeentelijk ingedeeld,Nederlandse achtergrond, , , , , , 
70 tot 75 jaar,Niet-gemeentelijk ingedeeld,Westerse migratieachtergrond, , , , , , 
70 tot 75 jaar,Niet-gemeentelijk ingedeeld,Niet-westerse migratieachtergrond, , , , , , 
75 tot 80 jaar,Aa en Hunze,Totaal,1111,531,580,25,18,7
75 tot 80 jaar,Aa en Hunze,Nederlandse achtergrond,1057,503,554, , , 
75 tot 80 jaar,Aa en Hunze,Westerse migratieachtergrond,48,24,24,19,14,5
75 tot 80 jaar,Aa en Hunze,Niet-westerse migratieachtergrond,6,4,2,6,4,2
75 tot 80 jaar,Aalburg,Totaal,393,190,203,4,2,2
75 tot 80 jaar,Aalburg,Nederlandse achtergrond,385,187,198, , , 
75 tot 80 jaar,Aalburg,Westerse migratieachtergrond,8,3,5,4,2,2
75 tot 80 jaar,Aalburg,Niet-westerse migratieachtergrond,0,0,0,0,0,0
75 tot 80 jaar,Aalsmeer,Totaal,1046,463,583,40,19,21
75 tot 80 jaar,Aalsmeer,Nederlandse achtergrond,975,433,542, , , 
75 tot 80 jaar,Aalsmeer,Westerse migratieachtergrond,58,20,38,28,10,18
75 tot 80 jaar,Aalsmeer,Niet-westerse migratieachtergrond,13,10,3,12,9,3
75 tot 80 jaar,Aalten,Totaal,1046,490,556,57,30,27
75 tot 80 jaar,Aalten,Nederlandse achtergrond,907,421,486, , , 
75 tot 80 jaar,Aalten,Westerse migratieachtergrond,136,69,67,54,30,24
75 tot 80 jaar,Aalten,Niet-westerse migratieachtergrond,3,0,3,3,0,3
75 tot 80 jaar,Achtkarspelen,Totaal,931,425,506,8,2,6
75 tot 80 jaar,Achtkarspelen,Nederlandse achtergrond,905,416,489, , , 
75 tot 80 jaar,Achtkarspelen,Westerse migratieachtergrond,26,9,17,8,2,6
75 tot 80 jaar,Achtkarspelen,Niet-westerse migratieachtergrond,0,0,0,0,0,0
75 tot 80 jaar,Alblasserdam,Totaal,823,386,437,81,47,34
75 tot 80 jaar,Alblasserdam,Nederlandse achtergrond,721,329,392, , , 
75 tot 80 jaar,Alblasserdam,Westerse migratieachtergrond,79,42,37,58,32,26
75 tot 80 jaar,Alblasserdam,Niet-westerse migratieachtergrond,23,15,8,23,15,8
75 tot 80 jaar,Albrandswaard,Totaal,693,316,377,33,14,19
75 tot 80 jaar,Albrandswaard,Nederlandse achtergrond,632,286,346, , , 
75 tot 80 jaar,Albrandswaard,Westerse migratieachtergrond,49,24,25,23,10,13
75 tot 80 jaar,Albrandswaard,Niet-westerse migratieachtergrond,12,6,6,10,4,6
75 tot 80 jaar,Alkmaar,Totaal,3376,1545,1831,333,174,159
75 tot 80 jaar,Alkmaar,Nederlandse achtergrond,2871,1290,1581, , , 
75 tot 80 jaar,Alkmaar,Westerse migratieachtergrond,353,174,179,184,94,90
75 tot 80 jaar,Alkmaar,Niet-westerse migratieachtergrond,152,81,71,149,80,69
75 tot 80 jaar,Almelo,Totaal,2479,1195,1284,324,172,152
75 tot 80 jaar,Almelo,Nederlandse achtergrond,1948,924,1024, , , 
75 tot 80 jaar,Almelo,Westerse migratieachtergrond,362,178,184,157,80,77
75 tot 80 jaar,Almelo,Niet-westerse migratieachtergrond,169,93,76,167,92,75
75 tot 80 jaar,Almere,Totaal,3118,1418,1700,475,221,254
75 tot 80 jaar,Almere,Nederlandse achtergrond,2446,1109,1337, , , 
75 tot 80 jaar,Almere,Westerse migratieachtergrond,385,172,213,196,88,108
75 tot 80 jaar,Almere,Niet-westerse migratieachtergrond,287,137,150,279,133,146
75 tot 80 jaar,Alphen aan den Rijn,Totaal,3463,1619,1844,259,126,133
75 tot 80 jaar,Alphen aan den Rijn,Nederlandse achtergrond,3061,1417,1644, , , 
75 tot 80 jaar,Alphen aan den Rijn,Westerse migratieachtergrond,287,140,147,153,67,86
75 tot 80 jaar,Alphen aan den Rijn,Niet-westerse migratieachtergrond,115,62,53,106,59,47
75 tot 80 jaar,Alphen-Chaam,Totaal,397,209,188,11,3,8
75 tot 80 jaar,Alphen-Chaam,Nederlandse achtergrond,329,177,152, , , 
75 tot 80 jaar,Alphen-Chaam,Westerse migratieachtergrond,65,32,33,8,3,5
75 tot 80 jaar,Alphen-Chaam,Niet-westerse migratieachtergrond,3,0,3,3,0,3
75 tot 80 jaar,Ameland,Totaal,150,71,79,4,1,3
75 tot 80 jaar,Ameland,Nederlandse achtergrond,140,66,74, , , 
75 tot 80 jaar,Ameland,Westerse migratieachtergrond,10,5,5,4,1,3
75 tot 80 jaar,Ameland,Niet-westerse migratieachtergrond,0,0,0,0,0,0
75 tot 80 jaar,Amersfoort,Totaal,3692,1603,2089,483,214,269
75 tot 80 jaar,Amersfoort,Nederlandse achtergrond,3017,1313,1704, , , 
75 tot 80 jaar,Amersfoort,Westerse migratieachtergrond,415,158,257,228,85,143
75 tot 80 jaar,Amersfoort,Niet-westerse migratieachtergrond,260,132,128,255,129,126
75 tot 80 jaar,Amstelveen,Totaal,3050,1280,1770,403,191,212
75 tot 80 jaar,Amstelveen,Nederlandse achtergrond,2443,1018,1425, , , 
75 tot 80 jaar,Amstelveen,Westerse migratieachtergrond,461,184,277,260,113,147
75 tot 80 jaar,Amstelveen,Niet-westerse migratieachtergrond,146,78,68,143,78,65
75 tot 80 jaar,Amsterdam,Totaal,17598,8154,9444,5035,2588,2447
75 tot 80 jaar,Amsterdam,Nederlandse achtergrond,11409,5061,6348, , , 
75 tot 80 jaar,Amsterdam,Westerse migratieachtergrond,2646,1267,1379,1569,787,782
75 tot 80 jaar,Amsterdam,Niet-westerse migratieachtergrond,3543,1826,1717,3466,1801,1665
75 tot 80 jaar,Apeldoorn,Totaal,5689,2608,3081,424,212,212
75 tot 80 jaar,Apeldoorn,Nederlandse achtergrond,4932,2238,2694, , , 
75 tot 80 jaar,Apeldoorn,Westerse migratieachtergrond,597,279,318,271,125,146
75 tot 80 jaar,Apeldoorn,Niet-westerse migratieachtergrond,160,91,69,153,87,66
75 tot 80 jaar,Appingedam,Totaal,557,244,313,30,13,17
75 tot 80 jaar,Appingedam,Nederlandse achtergrond,506,219,287, , , 
75 tot 80 jaar,Appingedam,Westerse migratieachtergrond,42,21,21,21,9,12
75 tot 80 jaar,Appingedam,Niet-westerse migratieachtergrond,9,4,5,9,4,5
75 tot 80 jaar,Arnhem,Totaal,3960,1783,2177,620,332,288
75 tot 80 jaar,Arnhem,Nederlandse achtergrond,2987,1295,1692, , , 
75 tot 80 jaar,Arnhem,Westerse migratieachtergrond,648,307,341,296,151,145
75 tot 80 jaar,Arnhem,Niet-westerse migratieachtergrond,325,181,144,324,181,143
75 tot 80 jaar,Assen,Totaal,2280,1017,1263,131,54,77
75 tot 80 jaar,Assen,Nederlandse achtergrond,2062,920,1142, , , 
75 tot 80 jaar,Assen,Westerse migratieachtergrond,186,84,102,100,42,58
75 tot 80 jaar,Assen,Niet-westerse migratieachtergrond,32,13,19,31,12,19
75 tot 80 jaar,Asten,Totaal,663,328,335,15,6,9
75 tot 80 jaar,Asten,Nederlandse achtergrond,621,311,310, , , 
75 tot 80 jaar,Asten,Westerse migratieachtergrond,39,15,24,12,4,8
75 tot 80 jaar,Asten,Niet-westerse migratieachtergrond,3,2,1,3,2,1
75 tot 80 jaar,Baarle-Nassau,Totaal,329,164,165,25,7,18
75 tot 80 jaar,Baarle-Nassau,Nederlandse achtergrond,258,131,127, , , 
75 tot 80 jaar,Baarle-Nassau,Westerse migratieachtergrond,71,33,38,25,7,18
75 tot 80 jaar,Baarle-Nassau,Niet-westerse migratieachtergrond,0,0,0,0,0,0
75 tot 80 jaar,Baarn,Totaal,1003,423,580,72,29,43
75 tot 80 jaar,Baarn,Nederlandse achtergrond,852,361,491, , , 
75 tot 80 jaar,Baarn,Westerse migratieachtergrond,129,50,79,51,18,33
75 tot 80 jaar,Baarn,Niet-westerse migratieachtergrond,22,12,10,21,11,10
75 tot 80 jaar,Barendrecht,Totaal,1429,658,771,71,41,30
75 tot 80 jaar,Barendrecht,Nederlandse achtergrond,1304,586,718, , , 
75 tot 80 jaar,Barendrecht,Westerse migratieachtergrond,102,57,45,49,26,23
75 tot 80 jaar,Barendrecht,Niet-westerse migratieachtergrond,23,15,8,22,15,7
75 tot 80 jaar,Barneveld,Totaal,1658,766,892,87,45,42
75 tot 80 jaar,Barneveld,Nederlandse achtergrond,1527,700,827, , , 
75 tot 80 jaar,Barneveld,Westerse migratieachtergrond,106,53,53,63,32,31
75 tot 80 jaar,Barneveld,Niet-westerse migratieachtergrond,25,13,12,24,13,11
75 tot 80 jaar,Bedum,Totaal,358,166,192,8,2,6
75 tot 80 jaar,Bedum,Nederlandse achtergrond,336,156,180, , , 
75 tot 80 jaar,Bedum,Westerse migratieachtergrond,21,10,11,7,2,5
75 tot 80 jaar,Bedum,Niet-westerse migratieachtergrond,1,0,1,1,0,1
75 tot 80 jaar,Beek (L.),Totaal,771,356,415,37,24,13
75 tot 80 jaar,Beek (L.),Nederlandse achtergrond,630,287,343, , , 
75 tot 80 jaar,Beek (L.),Westerse migratieachtergrond,135,64,71,32,19,13
75 tot 80 jaar,Beek (L.),Niet-westerse migratieachtergrond,6,5,1,5,5,0
75 tot 80 jaar,Beemster,Totaal,323,157,166,10,7,3
75 tot 80 jaar,Beemster,Nederlandse achtergrond,297,142,155, , , 
75 tot 80 jaar,Beemster,Westerse migratieachtergrond,26,15,11,10,7,3
75 tot 80 jaar,Beemster,Niet-westerse migratieachtergrond,0,0,0,0,0,0
75 tot 80 jaar,Beesel,Totaal,532,242,290,41,23,18
75 tot 80 jaar,Beesel,Nederlandse achtergrond,418,194,224, , , 
75 tot 80 jaar,Beesel,Westerse migratieachtergrond,96,38,58,24,13,11
75 tot 80 jaar,Beesel,Niet-westerse migratieachtergrond,18,10,8,17,10,7
75 tot 80 jaar,Bellingwedde,Totaal,391,193,198,22,7,15
75 tot 80 jaar,Bellingwedde,Nederlandse achtergrond,345,175,170, , , 
75 tot 80 jaar,Bellingwedde,Westerse migratieachtergrond,42,16,26,18,5,13
75 tot 80 jaar,Bellingwedde,Niet-westerse migratieachtergrond,4,2,2,4,2,2
75 tot 80 jaar,Berg en Dal,Totaal,1477,669,808,84,33,51
75 tot 80 jaar,Berg en Dal,Nederlandse achtergrond,1188,536,652, , , 
75 tot 80 jaar,Berg en Dal,Westerse migratieachtergrond,274,126,148,70,26,44
75 tot 80 jaar,Berg en Dal,Niet-westerse migratieachtergrond,15,7,8,14,7,7
75 tot 80 jaar,Bergeijk,Totaal,760,366,394,14,3,11
75 tot 80 jaar,Bergeijk,Nederlandse achtergrond,675,330,345, , , 
75 tot 80 jaar,Bergeijk,Westerse migratieachtergrond,84,36,48,14,3,11
75 tot 80 jaar,Bergeijk,Niet-westerse migratieachtergrond,1,0,1,0,0,0
75 tot 80 jaar,Bergen (L.),Totaal,526,273,253,38,23,15
75 tot 80 jaar,Bergen (L.),Nederlandse achtergrond,389,193,196, , , 
75 tot 80 jaar,Bergen (L.),Westerse migratieachtergrond,133,78,55,34,21,13
75 tot 80 jaar,Bergen (L.),Niet-westerse migratieachtergrond,4,2,2,4,2,2
75 tot 80 jaar,Bergen (NH.),Totaal,1652,789,863,57,29,28
75 tot 80 jaar,Bergen (NH.),Nederlandse achtergrond,1507,718,789, , , 
75 tot 80 jaar,Bergen (NH.),Westerse migratieachtergrond,140,69,71,55,29,26
75 tot 80 jaar,Bergen (NH.),Niet-westerse migratieachtergrond,5,2,3,2,0,2
75 tot 80 jaar,Bergen op Zoom,Totaal,2449,1165,1284,236,137,99
75 tot 80 jaar,Bergen op Zoom,Nederlandse achtergrond,2105,978,1127, , , 
75 tot 80 jaar,Bergen op Zoom,Westerse migratieachtergrond,199,93,106,91,43,48
75 tot 80 jaar,Bergen op Zoom,Niet-westerse migratieachtergrond,145,94,51,145,94,51
75 tot 80 jaar,Berkelland,Totaal,1940,917,1023,60,28,32
75 tot 80 jaar,Berkelland,Nederlandse achtergrond,1753,823,930, , , 
75 tot 80 jaar,Berkelland,Westerse migratieachtergrond,179,91,88,52,25,27
75 tot 80 jaar,Berkelland,Niet-westerse migratieachtergrond,8,3,5,8,3,5
75 tot 80 jaar,Bernheze,Totaal,1052,515,537,11,6,5
75 tot 80 jaar,Bernheze,Nederlandse achtergrond,1017,497,520, , , 
75 tot 80 jaar,Bernheze,Westerse migratieachtergrond,32,17,15,8,5,3
75 tot 80 jaar,Bernheze,Niet-westerse migratieachtergrond,3,1,2,3,1,2
75 tot 80 jaar,Best,Totaal,1065,484,581,57,27,30
75 tot 80 jaar,Best,Nederlandse achtergrond,935,422,513, , , 
75 tot 80 jaar,Best,Westerse migratieachtergrond,110,50,60,37,15,22
75 tot 80 jaar,Best,Niet-westerse migratieachtergrond,20,12,8,20,12,8
75 tot 80 jaar,Beuningen,Totaal,825,376,449,34,19,15
75 tot 80 jaar,Beuningen,Nederlandse achtergrond,724,329,395, , , 
75 tot 80 jaar,Beuningen,Westerse migratieachtergrond,94,40,54,27,12,15
75 tot 80 jaar,Beuningen,Niet-westerse migratieachtergrond,7,7,0,7,7,0
75 tot 80 jaar,Beverwijk,Totaal,1276,572,704,125,57,68
75 tot 80 jaar,Beverwijk,Nederlandse achtergrond,1074,487,587, , , 
75 tot 80 jaar,Beverwijk,Westerse migratieachtergrond,164,70,94,88,42,46
75 tot 80 jaar,Beverwijk,Niet-westerse migratieachtergrond,38,15,23,37,15,22
75 tot 80 jaar,het Bildt,Totaal,382,199,183,3,2,1
75 tot 80 jaar,het Bildt,Nederlandse achtergrond,370,192,178, , , 
75 tot 80 jaar,het Bildt,Westerse migratieachtergrond,11,6,5,2,1,1
75 tot 80 jaar,het Bildt,Niet-westerse migratieachtergrond,1,1,0,1,1,0
75 tot 80 jaar,De Bilt,Totaal,1752,750,1002,138,54,84
75 tot 80 jaar,De Bilt,Nederlandse achtergrond,1501,652,849, , , 
75 tot 80 jaar,De Bilt,Westerse migratieachtergrond,208,79,129,102,38,64
75 tot 80 jaar,De Bilt,Niet-westerse migratieachtergrond,43,19,24,36,16,20
75 tot 80 jaar,Binnenmaas,Totaal,1152,576,576,33,18,15
75 tot 80 jaar,Binnenmaas,Nederlandse achtergrond,1089,542,547, , , 
75 tot 80 jaar,Binnenmaas,Westerse migratieachtergrond,54,30,24,25,14,11
75 tot 80 jaar,Binnenmaas,Niet-westerse migratieachtergrond,9,4,5,8,4,4
75 tot 80 jaar,Bladel,Totaal,784,369,415,10,5,5
75 tot 80 jaar,Bladel,Nederlandse achtergrond,704,329,375, , , 
75 tot 80 jaar,Bladel,Westerse migratieachtergrond,77,39,38,8,4,4
75 tot 80 jaar,Bladel,Niet-westerse migratieachtergrond,3,1,2,2,1,1
75 tot 80 jaar,Blaricum,Totaal,444,216,228,34,12,22
75 tot 80 jaar,Blaricum,Nederlandse achtergrond,369,186,183, , , 
75 tot 80 jaar,Blaricum,Westerse migratieachtergrond,70,27,43,29,9,20
75 tot 80 jaar,Blaricum,Niet-westerse migratieachtergrond,5,3,2,5,3,2
75 tot 80 jaar,Bloemendaal,Totaal,1057,491,566,73,30,43
75 tot 80 jaar,Bloemendaal,Nederlandse achtergrond,902,418,484, , , 
75 tot 80 jaar,Bloemendaal,Westerse migratieachtergrond,143,68,75,63,26,37
75 tot 80 jaar,Bloemendaal,Niet-westerse migratieachtergrond,12,5,7,10,4,6
75 tot 80 jaar,Bodegraven-Reeuwijk,Totaal,1208,555,653,63,29,34
75 tot 80 jaar,Bodegraven-Reeuwijk,Nederlandse achtergrond,1098,506,592, , , 
75 tot 80 jaar,Bodegraven-Reeuwijk,Westerse migratieachtergrond,90,38,52,43,18,25
75 tot 80 jaar,Bodegraven-Reeuwijk,Niet-westerse migratieachtergrond,20,11,9,20,11,9
75 tot 80 jaar,Boekel,Totaal,326,160,166,7,5,2
75 tot 80 jaar,Boekel,Nederlandse achtergrond,309,147,162, , , 
75 tot 80 jaar,Boekel,Westerse migratieachtergrond,17,13,4,7,5,2
75 tot 80 jaar,Boekel,Niet-westerse migratieachtergrond,0,0,0,0,0,0
75 tot 80 jaar,Ten Boer,Totaal,195,85,110,5,1,4
75 tot 80 jaar,Ten Boer,Nederlandse achtergrond,188,84,104, , , 
75 tot 80 jaar,Ten Boer,Westerse migratieachtergrond,5,1,4,4,1,3
75 tot 80 jaar,Ten Boer,Niet-westerse migratieachtergrond,2,0,2,1,0,1
75 tot 80 jaar,Borger-Odoorn,Totaal,1001,472,529,18,4,14
75 tot 80 jaar,Borger-Odoorn,Nederlandse achtergrond,947,446,501, , , 
75 tot 80 jaar,Borger-Odoorn,Westerse migratieachtergrond,53,25,28,18,4,14
75 tot 80 jaar,Borger-Odoorn,Niet-westerse migratieachtergrond,1,1,0,0,0,0
75 tot 80 jaar,Borne,Totaal,900,429,471,43,17,26
75 tot 80 jaar,Borne,Nederlandse achtergrond,783,381,402, , , 
75 tot 80 jaar,Borne,Westerse migratieachtergrond,105,42,63,31,11,20
75 tot 80 jaar,Borne,Niet-westerse migratieachtergrond,12,6,6,12,6,6
75 tot 80 jaar,Borsele,Totaal,770,385,385,34,17,17
75 tot 80 jaar,Borsele,Nederlandse achtergrond,724,365,359, , , 
75 tot 80 jaar,Borsele,Westerse migratieachtergrond,42,18,24,30,15,15
75 tot 80 jaar,Borsele,Niet-westerse migratieachtergrond,4,2,2,4,2,2
75 tot 80 jaar,Boxmeer,Totaal,1052,490,562,40,22,18
75 tot 80 jaar,Boxmeer,Nederlandse achtergrond,918,425,493, , , 
75 tot 80 jaar,Boxmeer,Westerse migratieachtergrond,120,56,64,27,13,14
75 tot 80 jaar,Boxmeer,Niet-westerse migratieachtergrond,14,9,5,13,9,4
75 tot 80 jaar,Boxtel,Totaal,1080,499,581,50,23,27
75 tot 80 jaar,Boxtel,Nederlandse achtergrond,976,449,527, , , 
75 tot 80 jaar,Boxtel,Westerse migratieachtergrond,86,37,49,32,10,22
75 tot 80 jaar,Boxtel,Niet-westerse migratieachtergrond,18,13,5,18,13,5
75 tot 80 jaar,Breda,Totaal,5954,2735,3219,536,239,297
75 tot 80 jaar,Breda,Nederlandse achtergrond,5109,2355,2754, , , 
75 tot 80 jaar,Breda,Westerse migratieachtergrond,634,278,356,328,139,189
75 tot 80 jaar,Breda,Niet-westerse migratieachtergrond,211,102,109,208,100,108
75 tot 80 jaar,Brielle,Totaal,674,323,351,40,24,16
75 tot 80 jaar,Brielle,Nederlandse achtergrond,604,283,321, , , 
75 tot 80 jaar,Brielle,Westerse migratieachtergrond,63,38,25,33,22,11
75 tot 80 jaar,Brielle,Niet-westerse migratieachtergrond,7,2,5,7,2,5
75 tot 80 jaar,Bronckhorst,Totaal,1620,747,873,34,9,25
75 tot 80 jaar,Bronckhorst,Nederlandse achtergrond,1529,712,817, , , 
75 tot 80 jaar,Bronckhorst,Westerse migratieachtergrond,88,33,55,33,9,24
75 tot 80 jaar,Bronckhorst,Niet-westerse migratieachtergrond,3,2,1,1,0,1
75 tot 80 jaar,Brummen,Totaal,1014,469,545,55,22,33
75 tot 80 jaar,Brummen,Nederlandse achtergrond,905,414,491, , , 
75 tot 80 jaar,Brummen,Westerse migratieachtergrond,86,48,38,33,16,17
75 tot 80 jaar,Brummen,Niet-westerse migratieachtergrond,23,7,16,22,6,16
75 tot 80 jaar,Brunssum,Totaal,1299,576,723,121,57,64
75 tot 80 jaar,Brunssum,Nederlandse achtergrond,730,318,412, , , 
75 tot 80 jaar,Brunssum,Westerse migratieachtergrond,549,249,300,102,48,54
75 tot 80 jaar,Brunssum,Niet-westerse migratieachtergrond,20,9,11,19,9,10
75 tot 80 jaar,Bunnik,Totaal,627,295,332,22,9,13
75 tot 80 jaar,Bunnik,Nederlandse achtergrond,570,273,297, , , 
75 tot 80 jaar,Bunnik,Westerse migratieachtergrond,50,18,32,16,6,10
75 tot 80 jaar,Bunnik,Niet-westerse migratieachtergrond,7,4,3,6,3,3
75 tot 80 jaar,Bunschoten,Totaal,604,281,323,32,18,14
75 tot 80 jaar,Bunschoten,Nederlandse achtergrond,560,254,306, , , 
75 tot 80 jaar,Bunschoten,Westerse migratieachtergrond,24,13,11,12,4,8
75 tot 80 jaar,Bunschoten,Niet-westerse migratieachtergrond,20,14,6,20,14,6
75 tot 80 jaar,Buren,Totaal,816,393,423,23,14,9
75 tot 80 jaar,Buren,Nederlandse achtergrond,763,369,394, , , 
75 tot 80 jaar,Buren,Westerse migratieachtergrond,49,20,29,19,10,9
75 tot 80 jaar,Buren,Niet-westerse migratieachtergrond,4,4,0,4,4,0
75 tot 80 jaar,Capelle aan den IJssel,Totaal,2176,959,1217,303,142,161
75 tot 80 jaar,Capelle aan den IJssel,Nederlandse achtergrond,1775,782,993, , , 
75 tot 80 jaar,Capelle aan den IJssel,Westerse migratieachtergrond,276,114,162,178,79,99
75 tot 80 jaar,Capelle aan den IJssel,Niet-westerse migratieachtergrond,125,63,62,125,63,62
75 tot 80 jaar,Castricum,Totaal,1566,699,867,64,23,41
75 tot 80 jaar,Castricum,Nederlandse achtergrond,1440,647,793, , , 
75 tot 80 jaar,Castricum,Westerse migratieachtergrond,116,49,67,56,20,36
75 tot 80 jaar,Castricum,Niet-westerse migratieachtergrond,10,3,7,8,3,5
75 tot 80 jaar,Coevorden,Totaal,1471,683,788,43,10,33
75 tot 80 jaar,Coevorden,Nederlandse achtergrond,1363,647,716, , , 
75 tot 80 jaar,Coevorden,Westerse migratieachtergrond,100,34,66,35,8,27
75 tot 80 jaar,Coevorden,Niet-westerse migratieachtergrond,8,2,6,8,2,6
75 tot 80 jaar,Cranendonck,Totaal,819,390,429,24,14,10
75 tot 80 jaar,Cranendonck,Nederlandse achtergrond,723,342,381, , , 
75 tot 80 jaar,Cranendonck,Westerse migratieachtergrond,93,47,46,21,13,8
75 tot 80 jaar,Cranendonck,Niet-westerse migratieachtergrond,3,1,2,3,1,2
75 tot 80 jaar,Cromstrijen,Totaal,505,244,261,13,5,8
75 tot 80 jaar,Cromstrijen,Nederlandse achtergrond,476,228,248, , , 
75 tot 80 jaar,Cromstrijen,Westerse migratieachtergrond,26,15,11,10,4,6
